video_id,title,language,categories,gt_usable,is_special,zero_edge_gt,gt_nodes,gt_edges,has_standard,has_parsimonious,in_paired_comparison,study_eligible,std_svc_f1,std_edge_f1,pars_svc_f1,pars_edge_f1
nt4lQx6tAI8,The Wall Street Journal: Newsroom Enhances Real-Time Updates With AWS AppSync,English,interactive,True,False,False,10,20,True,True,True,True,88.89,56.25,88.89,51.61
nvhG60gFbso,JFrog: Distribute Software Artifacts securely using SaaS Solutions,English,interactive,True,False,False,13,16,True,True,True,True,84.21,35.71,80.0,29.63
o6DZRwe30Ls,ArcBlock: Leveraging Amazon QLDB to Build a Decentralized Identity Solution,English,data_ingestion,False,False,False,7,14,False,False,False,False,,,,
oEmuI32GYww,LG Electronics  ThinQ: Data Lake Storage for Connected Devices,English,data_ingestion,True,False,False,10,5,True,True,True,True,94.12,66.67,82.35,61.54
oTtPNgcZ05I,Roche: Enabling EnterpriseWide Analytics and ML with Automated Compliance,English,control,True,False,False,10,11,True,True,True,True,90.0,52.63,90.0,28.57
o_zqbpuhyIY,TMA Greatest Hits 2020: Vol  1 with Nielsen HSBC and Temenos,English,control,False,True,False,2,1,False,False,False,False,,,,
ooVtAAoSH2k,CrowdStrike: Analyzing Telemetry Streams to Protect Cloud Endpoints,English,data_ingestion,True,False,False,7,9,True,True,True,True,90.91,71.43,90.91,71.43
pCZ0bxgBL5c,Shin Software: How to Implement a Platform for the Creation of Interactive 3D Applications (Italian),Italian,interactive,True,False,False,8,15,True,False,False,False,90.91,60.87,,
pZ7Lr94noLo,Aventri: SaaS Solution for Event Management,English,interactive,True,False,False,13,15,True,True,True,True,85.71,58.33,93.33,52.17
phN08pi3YzY,Fiverr: Simplifying PCI DSS Compliance with Fully Managed Services,English,other,False,False,True,5,0,True,True,True,False,60.0,0.0,60.0,0.0
pk5yddJpC_8,Benevity: Centralized Logging for Multiple Compute Classes Using OpenSearch,English,data_ingestion,True,False,False,9,10,True,True,True,True,83.33,77.78,83.33,77.78
plce6pRdx6o,Strikingly: Build a Website in 20 Minutes on AWS,English,other,True,False,False,8,6,False,False,False,False,,,,
pwrdLJx0iAU,Cal Poly: Using DevOps  Security by Design to Manage Student Accounts,English,control,False,False,False,6,4,False,False,False,False,,,,
pwxhclKcMas,Depop: RealTime Data Ingestion and Analysis,English,"data_ingestion,compute_intensive",True,False,False,10,13,True,True,True,True,92.31,70.0,92.31,57.14
qIO_54vJ_JI,Lancom Technology: Building a Scalable Video Conferencing Application,English,data_ingestion,True,False,False,8,7,True,True,True,True,90.91,92.31,90.91,92.31
qN5-v4NlKac,Cookpad: Security Architecture to Monitor and Analyze Secure Logs using AWS (English),English,data_ingestion,True,False,False,10,10,True,True,True,True,93.33,84.21,93.33,84.21
q_5U7z_vNug,"Flutura: Digital Twin - Shaping Operations for Maximizing Yield, Reliability and Net-Zero Goals",English,data_ingestion,True,False,False,8,15,True,True,True,True,66.67,33.33,62.5,46.15
qgW8LQ8iBuA,Hancom: Building a Real-time Office Collaboration Service (Korean),Korean,data_ingestion,True,False,False,10,4,True,True,True,True,66.67,44.44,71.43,57.14
qi017F1UwvM,Salesflo: Transforming FieldForce Operations Using EventDriven Architecture,English,"data_ingestion,interactive",True,False,False,17,24,True,True,True,True,92.86,53.66,100.0,68.29
qv9q0sFt6aY,LotteOn: BI Platform Using MicroStrategy Amazon Redshift and AWS Glue on AWS Korean,Korean,data_ingestion,False,False,False,11,17,True,True,True,False,94.12,34.48,94.12,34.48
r2xfxJ-sXMY,Haptik: Data Lake for Conversational AI,English,data_ingestion,True,False,False,9,10,True,False,False,False,84.21,70.0,,
r3g1Nym-ebY,Volkswagen Financial Services: Scaling Their Managed Platform Services by 600,English,other,False,False,True,7,0,True,True,True,False,100.0,0.0,100.0,0.0
rHLuQTO6eoo,Insider: How We Ingest Billions of Data Points Daily to Power our Real-Time Products,English,data_ingestion,True,False,False,10,14,True,True,True,True,93.33,76.92,93.33,74.07
rPGLNw1cOGM,3M: Parallel Serverless Workflows for Materials Science,English,interactive,True,False,False,8,20,True,True,True,True,83.33,68.75,100.0,57.14
rRvy5Fbei1s,Dentsu Tracking: Using Serverless to Power an EU Government Supply-Chain Control System,English,data_ingestion,True,False,False,13,13,True,True,True,True,94.74,75.0,94.74,63.16
ruOhUEooJH0,SK Telecom: EndtoEnd Cloud Management Platform on AWS Korean,Korean,other,False,False,False,11,6,True,True,True,False,80.0,42.86,81.82,90.91
sKksbPPDznM,Macquarie Bank: Securing Payment Websites at the Edge Serverless-ly (LIVE),English,interactive,True,False,False,6,8,True,True,True,True,66.67,42.86,66.67,28.57
sQsAGl7mSQs,Eyeota: Scalable ML Model Lifecycle Management for Advertising Audience Discovery,English,data_ingestion,True,False,False,12,24,True,True,True,True,90.91,54.05,100.0,56.41
sSa4ikC8-Jc,HMH: Lightweight PCI Compliance Infrastructure on AWS,English,"interactive,control",True,False,False,11,24,True,True,True,True,100.0,55.56,80.0,42.42
sezX7CSbXTg,Taco Bell: Order Middleware - Enabling Delivery Orders at Massive Scale,English,interactive,True,False,False,7,8,True,True,True,True,90.91,57.14,92.31,75.0
tBavPTWewvI,ACV Auctions: Learn How ACV Scales to Serve Hundreds of Millions of Auction Requests Per Month,English,interactive,True,False,False,6,9,True,True,True,True,83.33,40.0,66.67,25.0
tTQ36qQF_vA,AWS Solutions: MultiRegion Availability with Amazon DynamoDB Amazon S3 and Amazon Cognito LIVE,English,other,False,False,True,5,0,True,True,True,False,100.0,0.0,100.0,0.0
tVjrkpjWG5o,Pason Systems: Petabyte Scale Drilling Datamart on AWS LIVE,English,"data_ingestion,compute_intensive",True,False,False,7,8,True,True,True,True,83.33,80.0,72.73,13.33
twsGnp2X-aQ,Zillow: Building Speech Analytics Using AWS AI Services,English,"data_ingestion,interactive",True,False,False,7,8,True,True,True,True,83.33,76.92,76.92,76.92
u3ZwnulzLnU,SonarSource: Automatic Code Analysis in the Cloud with AWS,English,data_ingestion,True,False,False,8,13,True,True,True,True,93.33,64.0,93.33,66.67
u5AT15mgbHk,The Trade Desk: Realtime Ad Bidding in the Cloud with AWS Global Accelerator LIVE,English,interactive,False,False,True,6,0,True,True,True,False,88.89,0.0,100.0,0.0
u9DZRkJxvWo,PwC: Building an Efficient Intelligent Serverless Pipeline for the Pharma Industry,English,data_ingestion,False,False,False,2,1,True,False,False,False,40.0,25.0,,
uBiaWJbTRsE,Western Union: Using Service Catalog to Share Applications,English,control,True,False,False,8,9,True,True,True,True,85.71,76.19,92.31,80.0
uMX94Mn9u-4,Kmong: Enhancing Security by Leveraging AWSs Security EPICs Acceleration Program Korean,Korean,control,False,False,False,10,10,True,True,True,False,100.0,80.0,100.0,0.0
uNAmsoLed1E,Bajaj Housing Finance Limited: Serverless Data Pipelines with AWS Glue and Amazon Aurora PGSQL,English,data_ingestion,True,False,False,10,15,True,False,False,False,75.0,36.36,,
uOSpWdAyrZo,HBO Max: Automating Remediation of AWS Resource Misconfigurations,English,control,True,False,False,8,7,True,True,True,True,100.0,87.5,100.0,93.33
uQFtb0iMC_s,AWS Solutions: Media Analysis,English,data_ingestion,True,False,False,8,9,True,True,True,True,94.12,90.0,94.12,90.0
uWUAcc68MWI,AWS Solutions: RealTime IoT Device Monitoring with Kinesis Data Analytics,English,data_ingestion,True,False,False,11,15,True,True,True,True,88.89,64.0,94.74,64.0
uda9s3U7vFw,Tooso: How to Build a Serverless Pipeline for Data Ingestion and PreProcessing Italian,Italian,data_ingestion,True,False,False,10,10,True,False,False,False,100.0,94.74,,
uhrheMJTV4A,Aizon: Seamlessly Integrating Data to Deliver Actionable Insights in Highly Regulated Industries,English,data_ingestion,True,False,False,11,15,True,True,True,True,90.91,72.0,81.82,56.0
unF9tdYjqvU,Nexthink: Going Global with Amazon API Gateway AWS Transit Gateway AWS Lambda and Amazon DynamoDB,English,other,True,False,False,7,8,True,True,True,True,85.71,47.06,100.0,82.35
unFVfqj9cQ8,Contino: Measuring and Communicating The Business Impact of Landing Zones with Flight Controller,English,data_ingestion,True,False,False,8,7,True,True,True,True,100.0,66.67,93.33,83.33
vb-o1DvvHxk,Enoptea: PHP Layer for AWS Lambda French,French,"data_ingestion,interactive",True,False,False,10,11,True,True,True,True,88.89,64.0,88.89,64.0
vdujJAab1LM,ShopFully International Group: Serverless Global Log Ingestion  Analytics System Italian,Italian,data_ingestion,True,False,False,9,10,True,False,False,False,94.12,82.35,,
vp2Ipv2_uCg,American Heart Assoc: 100 years of Content is Discoverable with Serverless & AI on AWS,English,data_ingestion,False,False,True,10,0,True,False,False,False,84.21,0.0,,
vp8oPiHN4cA,Novartis - Buying Engine: AI-powered Procurement Portal,English,"data_ingestion,interactive",True,False,False,14,19,True,True,True,True,94.74,33.33,94.74,32.26
vr00Jg_G6qs,Orion Health: Digital Front Door  Intelligently ConnectingConsumersto their Healthcare,English,data_ingestion,True,False,False,11,14,True,True,True,True,80.0,33.33,77.78,30.77
w-qGSyzDL6g,Zillow: Near Real-Time Natural Language Processing (NLP) for Customer Interactions,English,data_ingestion,True,False,False,12,16,True,True,True,True,90.0,61.54,90.0,53.85
wE3TmHxyRdA,Innovapost: Scaling to 5M Package Deliveries with Serverless,English,control,True,False,False,8,9,True,True,True,True,100.0,100.0,100.0,100.0
wbh51O3QrE4,Mahindra Electric: Building a Connected Electric Vehicle Platform on AWS,English,data_ingestion,True,False,False,10,10,True,True,True,True,80.0,57.14,60.0,38.1
wjtSHyENv0I,"Main Street America Insurance: The Independent Agent Portal, Breaking up the Monolith",English,interactive,True,False,False,8,14,True,True,True,True,85.71,52.17,85.71,47.62
wtl7CrSQnHA,Fresenius Medical Care: Enabling Patient Care Solutions with Near Real-Time Data-Driven Insights,English,data_ingestion,True,False,False,12,14,True,True,True,True,66.67,50.0,77.78,36.36
ww5fiygF6eg,Marathon Oil: Automating Drone Image Processing to Monitor Equipment Health,English,"data_ingestion,interactive",True,False,False,10,20,True,True,True,True,85.71,34.48,85.71,29.63
wzGYJ6BB0iY,Tata Global Beverages: How a Global CPG Enterprise Built a Secure Foundation for SAP,English,data_ingestion,True,False,False,10,12,False,False,False,False,,,,
wzj2VQutJws,DataDog: Scaling Kubernetes with Metaclusters on AWS,English,control,True,False,False,9,8,False,False,False,False,,,,
x76BIV88j_M,Cabify: Building a Massively Scalable Ride-Sharing Mobile App with Containers (Spanish),Spanish,interactive,True,False,False,8,11,True,True,True,True,100.0,66.67,100.0,63.16
xKaPAihW_gE,Mission: Gamified Platform Scaling with Amazon EKS,English,compute_intensive,True,False,False,8,8,True,True,True,True,92.31,100.0,92.31,87.5
yPJf85tjv6M,HK01: Serverless Analytics for Clickstreams Analysis (Cantonese),English,data_ingestion,True,False,False,11,13,True,True,True,True,94.12,60.87,94.12,69.57
yVgxqT1vikk,Intent: Analyzing Billions of Customer Events Per Day Using Serverless,English,data_ingestion,True,False,False,10,16,True,True,True,True,93.33,48.0,82.35,44.44
yXpd8gPfows,Inawisdom: How Insurance Companies are Using IDP to Optimize Document Processing,English,compute_intensive,True,False,False,9,19,True,True,True,True,100.0,68.75,100.0,73.33
zhCNn7v7mvs,CM Group: Building an Available Scalable Reliable Email Delivery System,English,interactive,True,False,False,8,11,True,True,True,True,85.71,66.67,85.71,66.67
zmJ7rL1iQBY,Fidelity Investments: Using Containers at Scale with Amazon EKS,English,control,False,False,True,1,0,True,False,False,False,40.0,0.0,,
zqiNLMmEeSo,CloudPlex Media: FullyManaged Serverless Online Video Platform on AWS Korean,Korean,interactive,False,False,True,10,0,True,True,True,False,100.0,0.0,100.0,0.0
zr3Kib0i-OQ,Accenture: Large Scale Asset Inventory Tracking with AWS Fargate,English,data_ingestion,True,False,False,7,6,False,False,False,False,,,,
