run_type,video_id,gt_name,categories,gen_nodes,gt_nodes,node_count_ratio,svc_precision,svc_recall,svc_f1,ms_precision,ms_recall,ms_f1,gen_edges,gt_edges,edge_precision,edge_recall,edge_f1,edge_type_accuracy,gen_workflows,gt_workflows,services_missing,services_hallucinated
Parsimonious API (data/graphs_parsimonious),HcmEFZukA-Y,7-Eleven: Innovation with Serverless for Cash-Based Digital Wallet,interactive,9,9,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,9,15,0.8889,0.5333,0.6667,1.0000,4,5,,
Parsimonious API (data/graphs_parsimonious),IV3KuMGVNXI,Deep Instinct: Collecting RT Statistics and Applying RT Decisions with Lambda@Edge,interactive,7,7,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5,17,0.8000,0.2353,0.3636,0.7500,3,2,,
Parsimonious API (data/graphs_parsimonious),JcHSFIZMYHc,CleverTap: Building a Fully Version Controlled Infrastructure as Code on AWS,control,8,8,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,8,9,1.0000,0.8889,0.9412,1.0000,1,3,,
Parsimonious API (data/graphs_parsimonious),Jz2RPRhF6Fs,Accolade: Security and Operational Excellence in Healthcare LIVE,interactive,10,10,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,9,13,1.0000,0.6923,0.8182,0.8889,3,2,,
Parsimonious API (data/graphs_parsimonious),LPZlrX2cNjo,RedBus: Building Optimized ML Models with Amazon SageMaker,compute_intensive,4,4,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4,4,0.5000,0.5000,0.5000,1.0000,4,1,,
Parsimonious API (data/graphs_parsimonious),Ly_UhX3LCCs,AWS Solutions: Simple and Secure Media Exchange on AWS,other,9,7,1.2857,1.0000,1.0000,1.0000,0.7778,1.0000,0.8750,10,7,0.4000,0.5714,0.4706,0.7500,6,2,,
Parsimonious API (data/graphs_parsimonious),O5Sn5QCEAzE,Credimi: Processing and Metadata Extraction of Invoices for Factoring Italian,data_ingestion,7,7,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,7,9,1.0000,0.7778,0.8750,1.0000,1,6,,
Parsimonious API (data/graphs_parsimonious),Q6r_QbYXFpg,SynchroNet: Extending User Automation and Amazon WorkSpaces Provisioning with AWS Step Functions,other,11,11,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,9,9,1.0000,1.0000,1.0000,1.0000,3,2,,
Parsimonious API (data/graphs_parsimonious),QJZHs1CSxu0,Define Media: How Define Media Places Ads with Low Latency Using Sophisticated Machine Learning,compute_intensive,6,6,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,6,6,0.8333,0.8333,0.8333,1.0000,4,3,,
Parsimonious API (data/graphs_parsimonious),Qi9soN5bpU4,ITTStar: AIpowered Search and Discovery of Luxury Goods for Retailers and Wholesalers,interactive,8,8,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,6,10,1.0000,0.6000,0.7500,1.0000,6,1,,
Parsimonious API (data/graphs_parsimonious),QnmmTIYZxNI,Adobe: Simplifying Networking Across Thousands of AWS Accounts with AWS Transit Gateway LIVE,other,8,8,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5,6,0.4000,0.3333,0.3636,1.0000,2,2,,
Parsimonious API (data/graphs_parsimonious),U8xlmurP-6o,Simplex: Building a Scalable Serverless Cryptocurrency Platform,interactive,10,10,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,9,10,0.8889,0.8000,0.8421,1.0000,2,4,,
Parsimonious API (data/graphs_parsimonious),WS2Qgx0qgCM,Airbnb: Securing MultiTenant Kubernetes Clusters at Scale,control,6,6,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,7,8,1.0000,0.8750,0.9333,1.0000,7,4,,
Parsimonious API (data/graphs_parsimonious),Wur1GWB03hk,Lockheed Martin: Using Alexa for Business to Securely Access Program Management Status,interactive,9,9,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4,14,1.0000,0.2857,0.4444,0.5000,1,4,,
Parsimonious API (data/graphs_parsimonious),XG6mHvi4eNU,Avaloq: Automating the Provisioning of a Bank-in-a-Box in Minutes Using Amazon EKS,control,7,6,1.1667,1.0000,1.0000,1.0000,0.8571,1.0000,0.9231,6,10,1.0000,0.6000,0.7500,1.0000,6,2,,
Parsimonious API (data/graphs_parsimonious),Xi6tDqctLsY,Salary Overflow: Bringing Transparency to Tech Salaries,interactive,8,8,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,10,16,1.0000,0.6250,0.7692,0.8000,5,2,,
Parsimonious API (data/graphs_parsimonious),XmIhHtPJWog,HDI Group: Automated Security and Compliance Issue Remediation Using Cloud Native Services,interactive,10,10,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,10,10,1.0000,1.0000,1.0000,1.0000,3,7,,
Parsimonious API (data/graphs_parsimonious),YlGUMhls9ZA,Veolia: Serverless Solution for Cost Optimization on AWS (French),compute_intensive,14,14,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,14,18,0.9286,0.7222,0.8125,1.0000,4,5,,
Parsimonious API (data/graphs_parsimonious),YrEc8oMIxDs,Thales: Automate Security Threat Detection and Remediation with AWS Security Services French,data_ingestion,10,10,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,9,14,1.0000,0.6429,0.7826,1.0000,1,5,,
Parsimonious API (data/graphs_parsimonious),ZsabzCVjkIk,Mikamai: Standard Architectures for Modern Web Applications Italian,control,10,10,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,6,8,1.0000,0.7500,0.8571,1.0000,3,6,,
Parsimonious API (data/graphs_parsimonious),_EPfIJnBCoM,PayGo: Leveraging Smart Meters to Help Customers Conserve Energy!,interactive,9,6,1.5000,1.0000,1.0000,1.0000,0.6667,1.0000,0.8000,8,5,0.5000,0.8000,0.6154,1.0000,4,2,,
Parsimonious API (data/graphs_parsimonious),aN26J-7q9Hw,Qonto: How to Leverage Serverless Technologies to Quickly Achieve PCIDSS Compliance French,control,10,10,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,11,13,0.7273,0.6154,0.6667,1.0000,2,2,,
Parsimonious API (data/graphs_parsimonious),amh7nzl32v4,Melco Resorts & Entertainment: Serverless Architecture Pattern for Melco Club Mobile App,interactive,8,8,1.0000,1.0000,1.0000,1.0000,0.8750,0.8750,0.8750,7,14,0.8571,0.4286,0.5714,0.6667,2,1,,
Parsimonious API (data/graphs_parsimonious),asZIXK7V-U4,Ounass: Building a Scalable Recommender Architecture Powered by the Word2vec Algorithm,data_ingestion,10,10,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,13,16,0.8462,0.6875,0.7586,0.8182,2,2,,
Parsimonious API (data/graphs_parsimonious),az-C2c33trQ,Adikteev: ROI Analysis of Advertising Campaigns From Data Ingestion to Prediction Dashboards,data_ingestion,8,8,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,9,17,1.0000,0.5294,0.6923,0.8889,3,3,,
Parsimonious API (data/graphs_parsimonious),c8615P0yfi8,Ounass: Building a Scalable Recommender Architecture Powered by the Word2vec Algorithm (Arabic),data_ingestion,10,10,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,11,0,0.0000,0.0000,0.0000,0.0000,1,0,,
Parsimonious API (data/graphs_parsimonious),cnZeOytEkIM,Property Finder: Running Production Workloads with Amazon EKS on 100% Amazon EC2 Spot Instances,interactive,8,6,1.3333,1.0000,1.0000,1.0000,0.7500,1.0000,0.8571,7,6,0.5714,0.6667,0.6154,1.0000,2,2,,
Parsimonious API (data/graphs_parsimonious),co4_t2gN1T8,AC3: Multi-stage Geospatial Data Lake with Step Functions (LIVE),interactive,9,9,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,9,16,1.0000,0.5625,0.7200,1.0000,1,2,,
Parsimonious API (data/graphs_parsimonious),fSV0u48sEVg,Social Quantum: Using Serverless in Gaming,interactive,7,7,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,12,11,0.6667,0.7273,0.6957,1.0000,9,3,,
Parsimonious API (data/graphs_parsimonious),fppIOuRMI2g,Instructure: Elevating Digital Education to the Next-Level Event Driven CI/CD Deployments Globally,control,7,7,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,6,7,1.0000,0.8571,0.9231,0.0000,1,1,,
Parsimonious API (data/graphs_parsimonious),ftIdBG-UgFY,AQR: Using ECS to Provide Dev Teams Security & Authentication on a Scalable Container Platform,control,8,8,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4,9,0.7500,0.3333,0.4615,1.0000,2,1,,
Parsimonious API (data/graphs_parsimonious),hbz63Ve-eIY,Wix: Serverless Platform for End-to-End Browser Testing using Chromium on AWS Lambda,control,6,6,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5,13,1.0000,0.3846,0.5556,1.0000,5,2,,
Parsimonious API (data/graphs_parsimonious),hnMQFnTGr3I,Nanit: How Nanit Streams and Analyzes Video from Hundreds of Thousands of Cameras,"data_ingestion,interactive",11,9,1.2222,1.0000,1.0000,1.0000,0.8182,1.0000,0.9000,11,24,1.0000,0.4583,0.6286,0.8182,3,6,,
Parsimonious API (data/graphs_parsimonious),hrhBOOrR5v0,PureWeb: Building a Global 3D Streaming Platform For Limitless Experiences,interactive,8,9,0.8889,1.0000,1.0000,1.0000,1.0000,0.8889,0.9412,9,12,0.7778,0.5833,0.6667,1.0000,1,3,,
Parsimonious API (data/graphs_parsimonious),iKYvG5aiIn8,TrueBlue: Scaling Job Matching with a Serverless Delta Lake,data_ingestion,9,9,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,8,7,0.7500,0.8571,0.8000,1.0000,3,4,,
Parsimonious API (data/graphs_parsimonious),jBffL9zUCSE,"The New York Times: Giving Developers the Freedom to Deploy, While Governing Cloud Services at Scale",control,7,7,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,5,11,1.0000,0.4545,0.6250,1.0000,2,4,,
Parsimonious API (data/graphs_parsimonious),jV8DwutbXbg,Tandem Bank: Processing Transaction Data using AWS Lambda with NLP,data_ingestion,7,7,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,7,11,1.0000,0.6364,0.7778,0.8571,1,2,,
Parsimonious API (data/graphs_parsimonious),jzKCg9Z5_8Q,Blackboard Anthology: Building and Governing an AWS Environment with 120 Accounts,control,7,6,1.1667,1.0000,1.0000,1.0000,0.8571,1.0000,0.9231,2,0,0.0000,0.0000,0.0000,0.0000,2,0,,
Parsimonious API (data/graphs_parsimonious),ktonI7J3kLY,Grabyo: Using Serverless for Smart Capacity Provisioning and Orchestration,"interactive,control",6,5,1.2000,1.0000,1.0000,1.0000,0.8333,1.0000,0.9091,5,8,0.6000,0.3750,0.4615,1.0000,2,2,,
Parsimonious API (data/graphs_parsimonious),l0mvXogANE4,Smadex: Serving Billions of Ads with Amazon ElastiCache for Redis (Spanish),"data_ingestion,interactive",9,8,1.1250,1.0000,1.0000,1.0000,0.8889,1.0000,0.9412,11,14,1.0000,0.7857,0.8800,1.0000,2,4,,
Parsimonious API (data/graphs_parsimonious),lecbHMBD8KQ,Kaleido: Blockchain Cloud at AWS Speed,other,7,12,0.5833,1.0000,1.0000,1.0000,1.0000,0.5833,0.7368,4,8,0.7500,0.3750,0.5000,1.0000,2,4,,
Parsimonious API (data/graphs_parsimonious),lkDq9g43djw,FINBOURNE: How Finbourne Assures Resiliency Through Chaos Engineering Events Every 17 min,data_ingestion,7,5,1.4000,1.0000,1.0000,1.0000,0.7143,1.0000,0.8333,4,4,0.5000,0.5000,0.5000,1.0000,3,2,,
Parsimonious API (data/graphs_parsimonious),mT4KDGRgo4k,Heimdall Data: Scale-Out Amazon RDS with Strong Consistency,control,7,5,1.4000,1.0000,1.0000,1.0000,0.7143,1.0000,0.8333,5,9,1.0000,0.5556,0.7143,0.8000,3,2,,
Parsimonious API (data/graphs_parsimonious),nM-AkqNh7Yo,from scratch: Resource Manager Controls Task Distribution with Multiple Amazon EMR Clusters,data_ingestion,10,8,1.2500,1.0000,1.0000,1.0000,0.8000,1.0000,0.8889,12,10,0.5000,0.6000,0.5455,0.8333,1,2,,
Parsimonious API (data/graphs_parsimonious),qi017F1UwvM,Salesflo: Transforming FieldForce Operations Using EventDriven Architecture,"data_ingestion,interactive",17,17,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,17,24,0.8235,0.5833,0.6829,0.9286,3,5,,
Parsimonious API (data/graphs_parsimonious),r3g1Nym-ebY,Volkswagen Financial Services: Scaling Their Managed Platform Services by 600,other,7,7,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4,0,0.0000,0.0000,0.0000,0.0000,2,0,,
Parsimonious API (data/graphs_parsimonious),rPGLNw1cOGM,3M: Parallel Serverless Workflows for Materials Science,interactive,8,8,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,8,20,1.0000,0.4000,0.5714,1.0000,2,2,,
Parsimonious API (data/graphs_parsimonious),sQsAGl7mSQs,Eyeota: Scalable ML Model Lifecycle Management for Advertising Audience Discovery,data_ingestion,12,12,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,15,24,0.7333,0.4583,0.5641,0.8182,3,4,,
Parsimonious API (data/graphs_parsimonious),tTQ36qQF_vA,AWS Solutions: MultiRegion Availability with Amazon DynamoDB Amazon S3 and Amazon Cognito LIVE,other,9,5,1.8000,1.0000,1.0000,1.0000,0.5556,1.0000,0.7143,5,0,0.0000,0.0000,0.0000,0.0000,4,0,,
Parsimonious API (data/graphs_parsimonious),u5AT15mgbHk,The Trade Desk: Realtime Ad Bidding in the Cloud with AWS Global Accelerator LIVE,interactive,6,6,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,2,0,0.0000,0.0000,0.0000,0.0000,1,0,,
Parsimonious API (data/graphs_parsimonious),uMX94Mn9u-4,Kmong: Enhancing Security by Leveraging AWSs Security EPICs Acceleration Program Korean,control,10,10,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0,10,0.0000,0.0000,0.0000,0.0000,0,7,,
Parsimonious API (data/graphs_parsimonious),uOSpWdAyrZo,HBO Max: Automating Remediation of AWS Resource Misconfigurations,control,8,8,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,8,7,0.8750,1.0000,0.9333,1.0000,2,4,,
Parsimonious API (data/graphs_parsimonious),unF9tdYjqvU,Nexthink: Going Global with Amazon API Gateway AWS Transit Gateway AWS Lambda and Amazon DynamoDB,other,11,7,1.5714,1.0000,1.0000,1.0000,0.6364,1.0000,0.7778,9,8,0.7778,0.8750,0.8235,0.8571,2,4,,
Parsimonious API (data/graphs_parsimonious),vdujJAab1LM,ShopFully International Group: Serverless Global Log Ingestion  Analytics System Italian,data_ingestion,9,9,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,9,10,0.8889,0.8000,0.8421,1.0000,3,4,,
Parsimonious API (data/graphs_parsimonious),wE3TmHxyRdA,Innovapost: Scaling to 5M Package Deliveries with Serverless,control,8,8,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,9,9,1.0000,1.0000,1.0000,1.0000,3,3,,
Parsimonious API (data/graphs_parsimonious),wzj2VQutJws,DataDog: Scaling Kubernetes with Metaclusters on AWS,control,8,9,0.8889,1.0000,1.0000,1.0000,1.0000,0.8889,0.9412,5,8,1.0000,0.6250,0.7692,1.0000,3,6,,
Parsimonious API (data/graphs_parsimonious),x76BIV88j_M,Cabify: Building a Massively Scalable Ride-Sharing Mobile App with Containers (Spanish),interactive,7,8,0.8750,1.0000,1.0000,1.0000,1.0000,0.8750,0.9333,8,11,0.7500,0.5455,0.6316,1.0000,6,1,,
Parsimonious API (data/graphs_parsimonious),yXpd8gPfows,Inawisdom: How Insurance Companies are Using IDP to Optimize Document Processing,compute_intensive,9,9,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,11,19,1.0000,0.5789,0.7333,0.9091,6,6,,
Parsimonious API (data/graphs_parsimonious),zqiNLMmEeSo,CloudPlex Media: FullyManaged Serverless Online Video Platform on AWS Korean,interactive,11,10,1.1000,1.0000,1.0000,1.0000,0.9091,1.0000,0.9524,0,0,0.0000,0.0000,0.0000,0.0000,0,0,,
Parsimonious API (data/graphs_parsimonious),zr3Kib0i-OQ,Accenture: Large Scale Asset Inventory Tracking with AWS Fargate,data_ingestion,7,7,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,6,6,1.0000,1.0000,1.0000,0.8333,1,1,,
Parsimonious API (data/graphs_parsimonious),2L0m28ZLmtE,Sanofi with TeamWork: OnDemand Data Science Environment,compute_intensive,14,13,1.0769,0.9231,1.0000,0.9600,0.9286,1.0000,0.9630,12,11,0.8333,0.9091,0.8696,1.0000,5,7,,UserCompanyDeveloper
Parsimonious API (data/graphs_parsimonious),6sew_hdI6cY,Triboo: Hosting Magento on Containers Italian,other,14,15,0.9333,1.0000,0.9231,0.9600,1.0000,0.9333,0.9655,10,18,1.0000,0.5556,0.7143,0.9000,1,1,EFS,
Parsimonious API (data/graphs_parsimonious),-3lnf5lzsH0,MakeMyTrip: Building Next Generation SOC,data_ingestion,12,13,0.9231,1.0000,0.9167,0.9565,0.9167,0.8462,0.8800,12,16,0.7500,0.5625,0.6429,1.0000,2,4,EC2,
Parsimonious API (data/graphs_parsimonious),YosezjoL4MU,Korean Airline: Data Warehouse Modernization on AWS Korean,control,11,12,0.9167,1.0000,0.9167,0.9565,1.0000,0.9167,0.9565,6,11,1.0000,0.5455,0.7059,1.0000,2,7,UserCompanyAnalyst,
Parsimonious API (data/graphs_parsimonious),2f_NYiPJQt4,Appway: Securing Sensitive Banking Workflows with Isolated Architecture on AWS,control,11,10,1.1000,0.9091,1.0000,0.9524,0.9091,1.0000,0.9524,6,9,0.5000,0.3333,0.4000,1.0000,2,4,,UserConsumerWebMobile
Parsimonious API (data/graphs_parsimonious),Qz8uXtDC1bY,Fundbox: Simplifying Ways to Query and Analyze Data by Different Personas - Go Serverless!,compute_intensive,15,14,1.0714,0.9091,1.0000,0.9524,0.9333,1.0000,0.9655,15,17,0.8667,0.7647,0.8125,1.0000,4,6,,RedShift
Parsimonious API (data/graphs_parsimonious),ec6j-MaOSUc,Treasury Intelligence Solutions: Managing Data Growth & Scalability with a Secure Data Lake,data_ingestion,10,11,0.9091,1.0000,0.9091,0.9524,1.0000,0.9091,0.9524,9,20,0.8889,0.4000,0.5517,0.3750,5,6,UserCompanyDeveloper,
Parsimonious API (data/graphs_parsimonious),Eoq7E6jMtBs,Orangetheory Fitness: Using Chime SDK to Power Coach-led Virtual Workouts with OTlive,interactive,10,10,1.0000,0.9000,1.0000,0.9474,0.9000,0.9000,0.9000,11,20,0.6364,0.3500,0.4516,0.7143,5,5,,UserCompanyAgent
Parsimonious API (data/graphs_parsimonious),FHdtOtznWuA,"SoftChef: Building AWS Iot Application Using an Innovative, Fully Serverless Architecture (Mandarin)",control,9,10,0.9000,1.0000,0.9000,0.9474,1.0000,0.9000,0.9474,5,18,1.0000,0.2778,0.4348,0.0000,1,4,UserConsumerEdge,
Parsimonious API (data/graphs_parsimonious),J4vHfpL66Zk,Lean Grids Services: Adaptable Data Platform Based on a Serverless Architecture Spanish,data_ingestion,9,10,0.9000,1.0000,0.9000,0.9474,1.0000,0.9000,0.9474,10,17,1.0000,0.5882,0.7407,0.8000,4,4,UserConsumerAPI,
Parsimonious API (data/graphs_parsimonious),hlVnmCfydIs,Traeger Provisions: Personalizing Customer Support Experiences on AWS,"data_ingestion,interactive",9,11,0.8182,1.0000,0.9000,0.9474,1.0000,0.8182,0.9000,12,13,0.9167,0.8462,0.8800,1.0000,2,2,UserConsumerMobile,
Parsimonious API (data/graphs_parsimonious),rRvy5Fbei1s,Dentsu Tracking: Using Serverless to Power an EU Government Supply-Chain Control System,data_ingestion,11,13,0.8462,1.0000,0.9000,0.9474,1.0000,0.8462,0.9167,6,13,1.0000,0.4615,0.6316,1.0000,3,4,UserConsumerAPI,
Parsimonious API (data/graphs_parsimonious),uWUAcc68MWI,AWS Solutions: RealTime IoT Device Monitoring with Kinesis Data Analytics,data_ingestion,13,11,1.1818,0.9000,1.0000,0.9474,0.8462,1.0000,0.9167,10,15,0.8000,0.5333,0.6400,0.8750,2,3,,UserConsumerIOT
Parsimonious API (data/graphs_parsimonious),vp2Ipv2_uCg,American Heart Assoc: 100 years of Content is Discoverable with Serverless & AI on AWS,data_ingestion,10,10,1.0000,0.9000,1.0000,0.9474,0.9000,0.9000,0.9000,5,0,0.0000,0.0000,0.0000,0.0000,1,0,,UserConsumerWebMobile
Parsimonious API (data/graphs_parsimonious),vp8oPiHN4cA,Novartis - Buying Engine: AI-powered Procurement Portal,"data_ingestion,interactive",9,14,0.6429,1.0000,0.9000,0.9474,1.0000,0.6429,0.7826,12,19,0.4167,0.2632,0.3226,1.0000,4,8,UserConsumerWeb,
Parsimonious API (data/graphs_parsimonious),0wnNlOg42dc,Spyne.AI: High-Quality Product Visuals at Scale with AI on AWS,compute_intensive,9,8,1.1250,0.8889,1.0000,0.9412,0.8889,1.0000,0.9412,9,12,0.8889,0.6667,0.7619,1.0000,2,3,,UserConsumerWebMobile
Parsimonious API (data/graphs_parsimonious),66h7DrOEF5k,ABEJA: Building a Machine Learning Platform that Fully Utilizes Container Technologies Japanese,compute_intensive,12,9,1.3333,0.8889,1.0000,0.9412,0.7500,1.0000,0.8571,11,9,0.8182,1.0000,0.9000,0.7778,3,3,,UserConsumerWebMobile
Parsimonious API (data/graphs_parsimonious),7LziNjUTo7w,IHS Markit: Virtual Instructor-Led Trainings with IHS Markit (now part of S&P Global),interactive,9,9,1.0000,0.8889,1.0000,0.9412,0.8889,0.8889,0.8889,9,16,0.7778,0.4375,0.5600,0.5714,2,4,,UserCompanyAgent
Parsimonious API (data/graphs_parsimonious),Dp3YAxFp-YM,Alef Education: Building an Adaptive Learning System for K12 Students using AWS,"data_ingestion,compute_intensive",10,10,1.0000,0.8889,1.0000,0.9412,0.9000,0.9000,0.9000,9,14,0.8889,0.5714,0.6957,1.0000,4,6,,UserCompanyAgent
Parsimonious API (data/graphs_parsimonious),LxeSC3-xMlk,St. Louis University: Using Amazon Lex to Answer Students' Questions Through Alexa and a Mobile App,interactive,10,8,1.2500,0.8889,1.0000,0.9412,0.8000,1.0000,0.8889,9,15,0.7778,0.4667,0.5833,1.0000,6,2,,UserConsumerWeb
Parsimonious API (data/graphs_parsimonious),a59halVklMI,Ashok Leyland: Running Telematics at Scale,data_ingestion,11,12,0.9167,1.0000,0.8889,0.9412,1.0000,0.9167,0.9565,9,16,1.0000,0.5625,0.7200,1.0000,1,5,MSK,
Parsimonious API (data/graphs_parsimonious),dy-drIboyNA,Healthdirect Australia: Using AWS to Connect People with Healthcare,"data_ingestion,interactive",12,15,0.8000,1.0000,0.8889,0.9412,1.0000,0.8000,0.8889,11,13,0.8182,0.6923,0.7500,0.8889,4,3,UserConsumerAPI,
Parsimonious API (data/graphs_parsimonious),j9OZ-7aCAyA,Homesite: Event-Driven Data Analytics Platform Using Amazon Neptune,data_ingestion,8,9,0.8889,1.0000,0.8889,0.9412,1.0000,0.8889,0.9412,8,15,0.8750,0.4667,0.6087,0.7143,8,4,UserCompanyDataStream,
Parsimonious API (data/graphs_parsimonious),m8xtR3-ZQs8,Biogen: Centralized Logging Solution for Multi Accounts,data_ingestion,10,10,1.0000,0.8889,1.0000,0.9412,0.9000,0.9000,0.9000,9,10,0.7778,0.7000,0.7368,1.0000,3,5,,VPC
Parsimonious API (data/graphs_parsimonious),mq3XuoN0rUM,ZS Associates: Intelligent Process Automation Using AWS AI Services,compute_intensive,8,9,0.8889,1.0000,0.8889,0.9412,1.0000,0.8889,0.9412,8,13,0.6250,0.3846,0.4762,0.8000,1,2,ThirdParty,
Parsimonious API (data/graphs_parsimonious),qv9q0sFt6aY,LotteOn: BI Platform Using MicroStrategy Amazon Redshift and AWS Glue on AWS Korean,data_ingestion,11,11,1.0000,0.8889,1.0000,0.9412,0.8182,0.8182,0.8182,12,17,0.4167,0.2941,0.3448,0.8000,5,3,,OnPremDC
Parsimonious API (data/graphs_parsimonious),uQFtb0iMC_s,AWS Solutions: Media Analysis,data_ingestion,9,8,1.1250,0.8889,1.0000,0.9412,0.8889,1.0000,0.9412,11,9,0.8182,1.0000,0.9000,1.0000,1,4,,SageMaker
Parsimonious API (data/graphs_parsimonious),yPJf85tjv6M,HK01: Serverless Analytics for Clickstreams Analysis (Cantonese),data_ingestion,11,11,1.0000,1.0000,0.8889,0.9412,0.9091,0.9091,0.9091,10,13,0.8000,0.6154,0.6957,0.7500,5,4,UserConsumerWeb,
Parsimonious API (data/graphs_parsimonious),CTG23wd9H74,3M: Building an HPC Modeling Platform to Simplify AWS Usage for Scientists and Engineers,interactive,7,8,0.8750,1.0000,0.8750,0.9333,1.0000,0.8750,0.9333,8,11,0.8750,0.6364,0.7368,1.0000,3,7,UserCompanyAnalyst,
Parsimonious API (data/graphs_parsimonious),HrYfdnPp6qs,STAX: AWS Automated Data Analytics,data_ingestion,7,10,0.7000,1.0000,0.8750,0.9333,1.0000,0.7000,0.8235,5,9,0.8000,0.4444,0.5714,1.0000,2,5,ThirdParty,
Parsimonious API (data/graphs_parsimonious),NfUwtK8ALtw,MX Player: Achieving Massive Scalability Using Amazon EKS with Spot Instances,compute_intensive,9,9,1.0000,0.8750,1.0000,0.9333,0.7778,0.7778,0.7778,12,16,0.4167,0.3125,0.3571,1.0000,5,5,,AutoScaling
Parsimonious API (data/graphs_parsimonious),PgeQufaQy7I,"MindTickle: Building a Secure, Automated, Multi-Region Architecture on AWS",interactive,7,8,0.8750,1.0000,0.8750,0.9333,1.0000,0.8750,0.9333,6,8,1.0000,0.7500,0.8571,1.0000,1,1,CloudFormation,
Parsimonious API (data/graphs_parsimonious),XUCGMzLx8wY,Mytona: How a ML Recommendation System was Built for Gaming,data_ingestion,7,8,0.8750,1.0000,0.8750,0.9333,1.0000,0.8750,0.9333,8,9,0.5000,0.4444,0.4706,1.0000,2,2,UserConsumerMobile,
Parsimonious API (data/graphs_parsimonious),YT21s0_ZJVQ,AMPOS: Managing Systems Across AWS Global Regions and China Regions,data_ingestion,13,7,1.8571,0.8750,1.0000,0.9333,0.5385,1.0000,0.7000,5,2,0.2000,0.5000,0.2857,0.0000,2,1,,EC2
Parsimonious API (data/graphs_parsimonious),bikXzsVihF4,United Airlines: How to Use AWS Backup to Protect Data from Ransomware Events,other,8,7,1.1429,0.8750,1.0000,0.9333,0.8750,1.0000,0.9333,7,10,0.5714,0.4000,0.4706,1.0000,3,2,,ServiceNow
Parsimonious API (data/graphs_parsimonious),bxvZBfbyhiA,OnScale: Deploying HPCs for CAE Workloads on AWS,compute_intensive,8,9,0.8889,1.0000,0.8750,0.9333,1.0000,0.8889,0.9412,7,12,1.0000,0.5833,0.7368,0.0000,1,4,UserConsumerDeveloper,
Parsimonious API (data/graphs_parsimonious),iWK0iRUi-b4,Snyk: CICD Pipelines and Security Controls for Application Developers,interactive,8,8,1.0000,1.0000,0.8750,0.9333,0.8750,0.8750,0.8750,12,12,0.5833,0.5833,0.5833,1.0000,4,2,UserConsumerWeb,
Parsimonious API (data/graphs_parsimonious),pZ7Lr94noLo,Aventri: SaaS Solution for Event Management,interactive,11,13,0.8462,1.0000,0.8750,0.9333,1.0000,0.8462,0.9167,8,15,0.7500,0.4000,0.5217,1.0000,4,4,ApiGateway,
